2019-10-31 14:14:33,65.244
2019-10-31 14:14:43,64.27
2019-10-31 14:14:53,63.296
2019-10-31 14:15:03,64.757
2019-10-31 14:15:13,64.757
2019-10-31 14:15:23,64.27
2019-10-31 14:15:33,65.244
2019-10-31 14:15:43,64.27
2019-10-31 14:15:53,65.244
2019-10-31 14:16:03,63.783
2019-10-31 14:16:13,63.296
2019-10-31 14:16:23,63.296
2019-10-31 14:16:33,64.757
2019-10-31 14:16:43,65.244
2019-10-31 14:16:53,63.296
2019-10-31 14:17:03,65.244
2019-10-31 14:17:13,64.757
2019-10-31 14:17:23,63.783
2019-10-31 14:17:33,63.783
2019-10-31 14:17:43,63.783
2019-10-31 14:17:53,64.27
2019-10-31 14:18:03,63.296
2019-10-31 14:18:13,63.296
2019-10-31 14:18:23,65.731
2019-10-31 14:18:33,68.653
2019-10-31 14:18:43,63.783
2019-10-31 14:18:53,62.322
2019-10-31 14:19:03,62.809
2019-10-31 14:19:13,62.809
2019-10-31 14:19:23,61.835
2019-10-31 14:19:33,61.348
2019-10-31 14:19:43,60.861
2019-10-31 14:19:53,61.348
2019-10-31 14:20:03,60.861
2019-10-31 14:20:13,60.374
2019-10-31 14:20:23,60.861
2019-10-31 14:20:33,60.861
2019-10-31 14:20:43,60.861
2019-10-31 14:20:53,59.887
2019-10-31 14:21:03,60.861
2019-10-31 14:21:13,61.348
2019-10-31 14:21:23,60.374
2019-10-31 14:21:33,60.861
2019-10-31 14:21:43,59.4
2019-10-31 14:21:53,59.4
2019-10-31 14:22:03,59.887
2019-10-31 14:22:13,59.887
2019-10-31 14:22:23,61.348
2019-10-31 14:22:33,59.887
2019-10-31 14:22:43,61.835
2019-10-31 14:22:53,60.374
2019-10-31 14:23:03,60.374
2019-10-31 14:23:13,61.835
2019-10-31 14:23:23,60.374
2019-10-31 14:23:33,62.322
2019-10-31 14:23:43,66.705
2019-10-31 14:23:53,67.679
2019-10-31 14:24:03,67.192
2019-10-31 14:24:13,69.627
2019-10-31 14:24:23,69.627
2019-10-31 14:24:33,69.14
2019-10-31 14:24:43,70.114
2019-10-31 14:24:53,71.575
2019-10-31 14:25:04,71.575
2019-10-31 14:25:14,71.575
2019-10-31 14:25:24,72.062
2019-10-31 14:25:34,71.575
2019-10-31 14:25:44,73.036
2019-10-31 14:25:54,73.036
2019-10-31 14:26:04,73.523
2019-10-31 14:26:14,73.523
2019-10-31 14:26:24,74.01
2019-10-31 14:26:34,74.01
2019-10-31 14:26:44,75.471
2019-10-31 14:26:54,74.497
2019-10-31 14:27:04,74.01
2019-10-31 14:27:14,75.958
2019-10-31 14:27:24,74.497
2019-10-31 14:27:34,74.984
2019-10-31 14:27:44,74.984
2019-10-31 14:27:54,75.471
2019-10-31 14:28:04,74.984
2019-10-31 14:28:14,75.958
2019-10-31 14:28:24,75.471
2019-10-31 14:28:34,76.932
2019-10-31 14:28:44,76.932
2019-10-31 14:28:54,76.445
2019-10-31 14:29:04,76.932
2019-10-31 14:29:14,77.419
2019-10-31 14:29:24,77.419
2019-10-31 14:29:34,77.906
2019-10-31 14:29:44,76.932
2019-10-31 14:29:54,75.471
2019-10-31 14:30:04,76.932
2019-10-31 14:30:14,75.958
2019-10-31 14:30:24,76.445
2019-10-31 14:30:34,76.932
2019-10-31 14:30:44,75.958
2019-10-31 14:30:54,75.958
2019-10-31 14:31:04,75.958
2019-10-31 14:31:14,75.958
2019-10-31 14:31:24,75.958
2019-10-31 14:31:34,77.419
2019-10-31 14:31:44,74.984
2019-10-31 14:31:54,76.445
2019-10-31 14:32:04,74.984
2019-10-31 14:32:14,75.471
2019-10-31 14:32:24,75.958
2019-10-31 14:32:34,74.984
2019-10-31 14:32:44,75.958
2019-10-31 14:32:54,74.984
2019-10-31 14:33:04,76.445
2019-10-31 14:33:14,75.471
2019-10-31 14:33:24,77.906
2019-10-31 14:33:34,76.932
2019-10-31 14:33:44,77.419
2019-10-31 14:33:54,77.419
2019-10-31 14:34:04,77.419
2019-10-31 14:34:14,77.419
2019-10-31 14:34:24,77.419
2019-10-31 14:34:34,77.906
2019-10-31 14:34:44,77.906
2019-10-31 14:34:54,78.393
2019-10-31 14:35:04,79.854
2019-10-31 14:35:14,78.393
2019-10-31 14:35:24,77.906
2019-10-31 14:35:34,77.906
2019-10-31 14:35:44,78.88
2019-10-31 14:35:54,77.906
2019-10-31 14:36:04,77.419
2019-10-31 14:36:14,77.419
2019-10-31 14:36:24,78.393
2019-10-31 14:36:34,77.906
2019-10-31 14:36:44,78.88
2019-10-31 14:36:54,79.367
2019-10-31 14:37:04,76.932
2019-10-31 14:37:14,73.036
